股票名稱,股數,總損益,交易別,成交均價,市價,現值,付出成本,預估損益,報酬率,幣別
"國巨*","10","601","現股","184.0","245.0","2,442","1,841","601","32.65%","台幣"
"雄獅","22","597","現股","130.45","158.5","3,472","2,875","597","20.77%","台幣"
"健喬","74","586","現股","24.99","33.15","2,438","1,852","586","31.64%","台幣"
"聚陽","19","585","現股","238.53","270.5","5,121","4,536","585","12.90%","台幣"
"群益期","67","535","現股","42.07","50.3","3,357","2,822","535","18.96%","台幣"
"三芳","205","519","現股","28.73","31.45","6,420","5,901","519","8.80%","台幣"
"台新新光金","100","515","現股","13.79","19.0","1,894","1,379","515","37.35%","台幣"
"福懋科","50","506","現股","26.04","36.3","1,809","1,303","506","38.83%","台幣"
"兆豐金","523","482","現股","39.33","40.45","21,081","20,599","482","2.34%","台幣"
"聯電","135","480","現股","43.81","47.65","6,405","5,925","480","8.10%","台幣"
"數泓科","11","472","現股","75.45","119.0","1,304","832","472","56.73%","台幣"
"中信金","20","447","現股","19.8","42.35","844","397","447","112.59%","台幣"
"台中銀","107","446","現股","17.24","21.5","2,292","1,846","446","24.16%","台幣"
"卜蜂","7","445","現股","76.0","140.5","979","534","445","83.33%","台幣"
"國泰永續高股息","120","432","現股","17.85","21.66","2,584","2,152","432","20.07%","台幣"
"宏碁資訊","4","408","現股","125.0","228.5","910","502","408","81.27%","台幣"
"崇友","7","406","現股","65.71","124.5","868","462","406","87.88%","台幣"
"大魯閣","270","401","現股","15.94","17.5","4,709","4,308","401","9.31%","台幣"
"漢翔","15","391","現股","28.4","54.8","819","428","391","91.36%","台幣"
"潤隆","24","381","現股","23.42","39.65","945","564","381","67.55%","台幣"
"揚明光","40","368","現股","44.5","53.9","2,149","1,781","368","20.66%","台幣"
"中華電","36","353","現股","120.61","131.0","4,701","4,348","353","8.12%","台幣"
"僑威","30","330","現股","66.17","77.5","2,317","1,987","330","16.61%","台幣"
"台汽電","23","321","現股","34.87","49.35","1,126","805","321","39.88%","台幣"
"智邦","2","282","現股","1020.0","1165.0","2,323","2,041","282","13.82%","台幣"
"彰銀","154","269","現股","18.34","20.2","3,096","2,827","269","9.52%","台幣"
"和桐","500","261","現股","7.76","8.31","4,140","3,879","261","6.73%","台幣"
"揚博","5","253","現股","39.2","90.5","450","197","253","128.43%","台幣"
"固緯","9","248","現股","24.33","52.4","469","221","248","112.22%","台幣"
"中宇","50","240","現股","49.7","54.7","2,726","2,486","240","9.65%","台幣"
"台新新光辛特","26","239","現股","0.0","9.25","239","0","239","0.00%","台幣"
"中探針","30","220","現股","47.17","54.8","1,638","1,418","220","15.51%","台幣"
"光寶科","2","219","現股","63.0","174.0","346","127","219","172.44%","台幣"
"偉詮電","32","216","現股","40.59","47.7","1,519","1,303","216","16.58%","台幣"
"富邦金","5","214","現股","49.0","92.4","460","246","214","86.99%","台幣"
"元大金","20","213","現股","23.85","34.85","692","479","213","44.47%","台幣"
"大成","51","201","現股","49.14","53.5","2,715","2,514","201","8.00%","台幣"
"台表科","10","195","現股","84.9","105.0","1,046","851","195","22.91%","台幣"
"大立光","2","194","現股","2120.0","2225.0","4,436","4,242","194","4.57%","台幣"
"統一","20","192","現股","67.9","78.0","1,553","1,361","192","14.11%","台幣"
"盟立","20","191","現股","52.7","62.5","1,246","1,055","191","18.10%","台幣"
"日電貿","5","181","現股","49.0","85.8","427","246","181","73.58%","台幣"
"全國","22","165","現股","49.0","57.0","1,248","1,083","165","15.24%","台幣"
"興富發","70","155","現股","36.07","38.55","2,683","2,528","155","6.13%","台幣"
"臺企銀","23","152","現股","8.61","15.45","351","199","152","76.38%","台幣"
"生達","75","142","現股","53.65","55.8","4,171","4,029","142","3.52%","台幣"
"佳醫","5","138","現股","57.0","85.2","424","286","138","48.25%","台幣"
"三商家購","50","126","現股","35.34","38.0","1,894","1,768","126","7.13%","台幣"
"華南金","15","121","現股","21.07","29.4","439","318","121","38.05%","台幣"
"中信綠能及電動車","20","116","現股","13.6","19.64","390","274","116","42.34%","台幣"
"鴻準","40","116","現股","67.0","70.2","2,798","2,682","116","4.33%","台幣"
"由田","32","110","現股","82.28","86.2","2,747","2,637","110","4.17%","台幣"
"大聯大","20","103","現股","54.6","60.0","1,196","1,093","103","9.42%","台幣"
"上品","5","102","現股","223.0","244.5","1,218","1,116","102","9.14%","台幣"
"世紀鋼","10","94","現股","148.0","158.0","1,575","1,481","94","6.35%","台幣"
"黑松","35","90","現股","34.11","37.05","1,288","1,198","90","7.51%","台幣"
"寶齡富錦","21","86","現股","61.33","65.8","1,376","1,290","86","6.67%","台幣"
"長科*","10","82","現股","32.0","40.65","404","322","82","25.47%","台幣"
"群光","2","79","現股","90.0","130.5","260","181","79","43.65%","台幣"
"大同","47","74","現股","32.94","34.65","1,623","1,549","74","4.78%","台幣"
"王品","5","73","現股","201.4","217.0","1,081","1,008","73","7.24%","台幣"
"玉山金","10","71","現股","23.0","30.35","302","231","71","30.74%","台幣"
"永信","5","63","現股","43.4","56.4","281","218","63","28.90%","台幣"
"崑鼎","20","60","現股","287.5","291.5","5,812","5,752","60","1.04%","台幣"
"和碩","10","56","現股","67.5","73.5","732","676","56","8.28%","台幣"
"宏碁","100","55","現股","29.0","29.65","2,956","2,901","55","1.90%","台幣"
"瑞儀","17","51","現股","128.41","132.0","2,237","2,186","51","2.33%","台幣"
"柏文","10","48","現股","162.0","167.5","1,669","1,621","48","2.96%","台幣"
"元太","5","42","現股","200.0","209.5","1,043","1,001","42","4.20%","台幣"
"永記","11","40","現股","70.64","75.0","820","780","40","5.13%","台幣"
"凱撒衛","15","31","現股","35.67","38.15","568","537","31","5.77%","台幣"
"崧騰","5","15","現股","45.0","48.5","241","226","15","6.64%","台幣"
"厚生","9","11","現股","22.22","23.7","212","201","11","5.47%","台幣"
"久裕","10","3","現股","23.0","23.5","234","231","3","1.30%","台幣"
"威健","20","1","現股","28.95","29.2","582","581","1","0.17%","台幣"
"安心","6","-10","現股","61.0","60.2","358","368","-10","-2.72%","台幣"
"錩新","26","-10","現股","24.81","24.7","637","647","-10","-1.55%","台幣"
"中信電池及儲能","460","-20","現股","13.27","13.3","6,100","6,120","-20","-0.33%","台幣"
"聯華","5","-20","現股","52.6","49.05","244","264","-20","-7.58%","台幣"
"嘉里大榮","100","-32","現股","34.2","34.0","3,389","3,421","-32","-0.94%","台幣"
"欣陸","50","-47","現股","21.64","20.8","1,036","1,083","-47","-4.34%","台幣"
"明基材","5","-51","現股","30.0","20.35","100","151","-51","-33.77%","台幣"
"寶成","50","-54","現股","29.7","28.75","1,432","1,486","-54","-3.63%","台幣"
"晉倫","20","-57","現股","30.0","27.3","544","601","-57","-9.48%","台幣"
"伸興","2","-79","現股","130.0","91.9","182","261","-79","-30.27%","台幣"
"泰博","10","-80","現股","131.0","123.5","1,231","1,311","-80","-6.10%","台幣"
"神腦","27","-91","現股","31.81","28.9","773","864","-91","-10.53%","台幣"
"亞崴","50","-95","現股","28.4","26.6","1,326","1,421","-95","-6.69%","台幣"
"聯強","36","-97","現股","57.97","55.6","1,994","2,091","-97","-4.64%","台幣"
"英業達","15","-98","現股","51.0","44.85","669","767","-98","-12.78%","台幣"
"協益","50","-98","現股","27.0","25.15","1,253","1,351","-98","-7.25%","台幣"
"上詮","5","-107","現股","375.0","355.0","1,769","1,876","-107","-5.70%","台幣"
"千附","50","-107","現股","41.6","39.6","1,974","2,081","-107","-5.14%","台幣"
"新纖","255","-108","現股","13.59","13.25","3,364","3,472","-108","-3.11%","台幣"
"群創","24","-116","現股","18.33","13.6","325","441","-116","-26.30%","台幣"
"統一超","4","-118","現股","262.75","235.0","936","1,054","-118","-11.20%","台幣"
"巧新","10","-145","現股","59.5","45.45","452","597","-145","-24.29%","台幣"
"安克","201","-173","現股","16.8","16.0","3,205","3,378","-173","-5.12%","台幣"
"欣雄","11","-173","現股","59.91","44.6","487","660","-173","-26.21%","台幣"
"新唐","20","-177","現股","67.8","59.2","1,180","1,357","-177","-13.04%","台幣"
"微星","5","-191","現股","142.0","104.5","520","711","-191","-26.86%","台幣"
"大統益","25","-198","現股","150.96","144.0","3,586","3,784","-198","-5.23%","台幣"
"保勝光學","5","-200","現股","102.0","62.4","311","511","-200","-39.14%","台幣"
"萬達寵物","20","-201","現股","68.0","58.2","1,160","1,361","-201","-14.77%","台幣"
"寶雅","7","-206","現股","484.71","457.0","3,189","3,395","-206","-6.07%","台幣"
"方土霖","50","-222","現股","43.0","38.7","1,929","2,151","-222","-10.32%","台幣"
"國際中橡","14","-229","現股","25.93","10.1","137","366","-229","-62.57%","台幣"
"正隆","15","-231","現股","32.0","16.95","251","482","-231","-47.93%","台幣"
"路易莎咖啡","24","-237","現股","101.25","91.9","2,196","2,433","-237","-9.74%","台幣"
"裕融","6","-239","現股","133.33","94.7","564","803","-239","-29.76%","台幣"
"亞聚","20","-245","現股","24.5","12.35","246","491","-245","-49.90%","台幣"
"中信美國公債20年","100","-277","現股","30.32","27.69","2,760","3,037","-277","-9.12%","台幣"
"富華新","152","-293","現股","21.22","19.45","2,939","3,232","-293","-9.07%","台幣"
"隆大","80","-297","現股","31.48","27.95","2,225","2,522","-297","-11.78%","台幣"
"廷鑫","20","-301","現股","15.0","0.0","0","301","-301","-100.00%","台幣"
"花仙子","23","-302","現股","64.52","52.0","1,189","1,491","-302","-20.25%","台幣"
"和泰車","6","-339","現股","630.0","576.0","3,444","3,783","-339","-8.96%","台幣"
"中化生","5","-341","現股","93.2","25.4","126","467","-341","-73.02%","台幣"
"鉅邁","22","-342","現股","67.41","52.2","1,143","1,485","-342","-23.03%","台幣"
"士紙","63","-361","現股","58.73","53.5","3,352","3,713","-361","-9.72%","台幣"
"中碳","13","-416","現股","112.15","81.1","1,047","1,463","-416","-28.43%","台幣"
"惠光","71","-443","現股","30.46","24.5","1,728","2,171","-443","-20.41%","台幣"
"和潤企業","20","-451","現股","83.0","60.7","1,210","1,661","-451","-27.15%","台幣"
"華友聯","6","-460","現股","138.33","62.3","371","831","-460","-55.35%","台幣"
"榮運","50","-460","現股","67.02","58.0","2,891","3,351","-460","-13.73%","台幣"
"台聚","40","-463","現股","21.73","10.25","408","871","-463","-53.16%","台幣"
"台灣高鐵","150","-502","現股","30.45","27.25","4,072","4,574","-502","-10.98%","台幣"
"六角","12","-526","現股","116.33","73.0","872","1,398","-526","-37.63%","台幣"
"台達化","520","-695","現股","11.99","10.7","5,545","6,240","-695","-11.14%","台幣"
"國泰20年美債","658","-769","現股","29.63","28.53","18,761","19,530","-769","-3.94%","台幣"
"永裕","60","-847","現股","33.48","19.65","1,168","2,015","-847","-42.03%","台幣"
"遠東新","226","-964","現股","30.58","26.55","5,966","6,930","-964","-13.91%","台幣"
"大江基因","15","-968","現股","103.33","39.3","585","1,553","-968","-62.33%","台幣"
"佳格","80","-1,047","現股","43.96","31.1","2,476","3,523","-1,047","-29.72%","台幣"
"聖暉*","5","-1,063","現股","957.0","747.0","3,723","4,786","-1,063","-22.21%","台幣"
"南亞","335","-1,085","現股","44.7","41.65","13,900","14,985","-1,085","-7.24%","台幣"
"味王","116","-1,093","現股","48.73","39.5","4,565","5,658","-1,093","-19.32%","台幣"
"偉康科技","64","-1,106","現股","60.91","43.95","2,798","3,904","-1,106","-28.33%","台幣"
"信義","285","-1,188","現股","27.06","23.0","6,532","7,720","-1,188","-15.39%","台幣"
"永信建","30","-1,312","現股","119.5","76.1","2,275","3,587","-1,312","-36.58%","台幣"
"大台北","1,170","-1,499","現股","31.06","29.9","34,863","36,362","-1,499","-4.12%","台幣"
"大樹","229","-1,597","現股","116.54","110.0","25,103","26,700","-1,597","-5.98%","台幣"
"台泥","217","-1,893","現股","29.72","21.15","4,566","6,459","-1,893","-29.31%","台幣"
"中鼎","225","-2,000","現股","39.11","30.35","6,804","8,804","-2,000","-22.72%","台幣"
"太子","1,125","-2,107","現股","10.75","8.95","10,016","12,123","-2,107","-17.38%","台幣"
"網家","113","-2,355","現股","53.81","33.45","3,745","6,100","-2,355","-38.61%","台幣"
"潤泰新","2,310","-3,784","現股","31.53","30.0","69,067","72,851","-3,784","-5.19%","台幣"
"亞泥","474","-3,926","現股","43.53","35.45","16,731","20,657","-3,926","-19.01%","台幣"
"震旦行","1,012","-4,411","現股","61.24","57.1","57,588","61,999","-4,411","-7.11%","台幣"
"台塑","515","-5,233","現股","47.98","38.0","19,498","24,731","-5,233","-21.16%","台幣"
"東哥遊艇","37","-6,143","現股","362.05","197.0","7,262","13,405","-6,143","-45.83%","台幣"
"中鋼","1,955","-6,786","現股","21.59","18.2","35,456","42,242","-6,786","-16.06%","台幣"
"日友","204","-8,091","現股","123.72","84.6","17,180","25,271","-8,091","-32.02%","台幣"
"晶技","1,060","-8,423","現股","92.52","84.9","89,689","98,112","-8,423","-8.59%","台幣"
"中聯資源","1,030","-9,540","現股","79.59","70.6","72,470","82,010","-9,540","-11.63%","台幣"
"正崴","2,100","-15,484","現股","55.64","48.45","101,400","116,884","-15,484","-13.25%","台幣"
